"gener"	"sex"	"dipl"	"statut"	"Freq"
"40.44"	"Femmes"	"CITE3"	"Inactifs"	25091
"45.49"	"Femmes"	"CITE3"	"Inactifs"	27472
"50.54"	"Femmes"	"CITE3"	"Inactifs"	28865
"55.59"	"Femmes"	"CITE3"	"Inactifs"	37324
"5.9"	"Femmes"	"CITE3"	"Inactifs"	0
"60.64"	"Femmes"	"CITE3"	"Inactifs"	59564
"65.69"	"Femmes"	"CITE3"	"Inactifs"	43592
"70.74"	"Femmes"	"CITE3"	"Inactifs"	35864
"75.79"	"Femmes"	"CITE3"	"Inactifs"	31473
"80.84"	"Femmes"	"CITE3"	"Inactifs"	23290
"85.89"	"Femmes"	"CITE3"	"Inactifs"	14275
"90.94"	"Femmes"	"CITE3"	"Inactifs"	4151
"95."	"Femmes"	"CITE3"	"Inactifs"	1310
"0.5"	"Hommes"	"CITE3"	"Inactifs"	0
"10.14"	"Hommes"	"CITE3"	"Inactifs"	0
"15.19"	"Hommes"	"CITE3"	"Inactifs"	61175
"20.24"	"Hommes"	"CITE3"	"Inactifs"	89234
"25.29"	"Hommes"	"CITE3"	"Inactifs"	18384
"30.34"	"Hommes"	"CITE3"	"Inactifs"	14960
"35.39"	"Hommes"	"CITE3"	"Inactifs"	12668
"40.44"	"Hommes"	"CITE3"	"Inactifs"	11985
"45.49"	"Hommes"	"CITE3"	"Inactifs"	11921
"50.54"	"Hommes"	"CITE3"	"Inactifs"	11733
"55.59"	"Hommes"	"CITE3"	"Inactifs"	23507
"5.9"	"Hommes"	"CITE3"	"Inactifs"	0
"60.64"	"Hommes"	"CITE3"	"Inactifs"	55241
"65.69"	"Hommes"	"CITE3"	"Inactifs"	43731
"70.74"	"Hommes"	"CITE3"	"Inactifs"	33197
"75.79"	"Hommes"	"CITE3"	"Inactifs"	26322
"80.84"	"Hommes"	"CITE3"	"Inactifs"	17898
"85.89"	"Hommes"	"CITE3"	"Inactifs"	9394
"90.94"	"Hommes"	"CITE3"	"Inactifs"	1994
"95."	"Hommes"	"CITE3"	"Inactifs"	365
"0.5"	"Femmes"	"CITE4"	"Inactifs"	0
"10.14"	"Femmes"	"CITE4"	"Inactifs"	0
"15.19"	"Femmes"	"CITE4"	"Inactifs"	1657
"20.24"	"Femmes"	"CITE4"	"Inactifs"	7486
"25.29"	"Femmes"	"CITE4"	"Inactifs"	3697
"30.34"	"Femmes"	"CITE4"	"Inactifs"	3361
"35.39"	"Femmes"	"CITE4"	"Inactifs"	2659
"40.44"	"Femmes"	"CITE4"	"Inactifs"	1830
"45.49"	"Femmes"	"CITE4"	"Inactifs"	1371
"50.54"	"Femmes"	"CITE4"	"Inactifs"	1321
"55.59"	"Femmes"	"CITE4"	"Inactifs"	1763
"5.9"	"Femmes"	"CITE4"	"Inactifs"	0
"60.64"	"Femmes"	"CITE4"	"Inactifs"	3109
"65.69"	"Femmes"	"CITE4"	"Inactifs"	2315
"70.74"	"Femmes"	"CITE4"	"Inactifs"	2062
"75.79"	"Femmes"	"CITE4"	"Inactifs"	1499
"80.84"	"Femmes"	"CITE4"	"Inactifs"	1210
"85.89"	"Femmes"	"CITE4"	"Inactifs"	874
"90.94"	"Femmes"	"CITE4"	"Inactifs"	265
"95."	"Femmes"	"CITE4"	"Inactifs"	102
"0.5"	"Hommes"	"CITE4"	"Inactifs"	0
"10.14"	"Hommes"	"CITE4"	"Inactifs"	0
"15.19"	"Hommes"	"CITE4"	"Inactifs"	1598
"20.24"	"Hommes"	"CITE4"	"Inactifs"	5831
"25.29"	"Hommes"	"CITE4"	"Inactifs"	1914
"30.34"	"Hommes"	"CITE4"	"Inactifs"	1500
"35.39"	"Hommes"	"CITE4"	"Inactifs"	1163
"40.44"	"Hommes"	"CITE4"	"Inactifs"	905
"45.49"	"Hommes"	"CITE4"	"Inactifs"	751
"50.54"	"Hommes"	"CITE4"	"Inactifs"	615
"55.59"	"Hommes"	"CITE4"	"Inactifs"	993
"5.9"	"Hommes"	"CITE4"	"Inactifs"	0
"60.64"	"Hommes"	"CITE4"	"Inactifs"	2276
"65.69"	"Hommes"	"CITE4"	"Inactifs"	1900
"70.74"	"Hommes"	"CITE4"	"Inactifs"	1603
"75.79"	"Hommes"	"CITE4"	"Inactifs"	1251
"80.84"	"Hommes"	"CITE4"	"Inactifs"	1025
"85.89"	"Hommes"	"CITE4"	"Inactifs"	536
"90.94"	"Hommes"	"CITE4"	"Inactifs"	147
"95."	"Hommes"	"CITE4"	"Inactifs"	12
"0.5"	"Femmes"	"CITE5"	"Inactifs"	0
"10.14"	"Femmes"	"CITE5"	"Inactifs"	0
"15.19"	"Femmes"	"CITE5"	"Inactifs"	77
"20.24"	"Femmes"	"CITE5"	"Inactifs"	44357
"25.29"	"Femmes"	"CITE5"	"Inactifs"	24822
"30.34"	"Femmes"	"CITE5"	"Inactifs"	20382
"35.39"	"Femmes"	"CITE5"	"Inactifs"	18344
"40.44"	"Femmes"	"CITE5"	"Inactifs"	17211
"45.49"	"Femmes"	"CITE5"	"Inactifs"	16903
"50.54"	"Femmes"	"CITE5"	"Inactifs"	16416
"55.59"	"Femmes"	"CITE5"	"Inactifs"	19778
"5.9"	"Femmes"	"CITE5"	"Inactifs"	0
"60.64"	"Femmes"	"CITE5"	"Inactifs"	51720
"65.69"	"Femmes"	"CITE5"	"Inactifs"	39597
"70.74"	"Femmes"	"CITE5"	"Inactifs"	29382
"75.79"	"Femmes"	"CITE5"	"Inactifs"	19285
"80.84"	"Femmes"	"CITE5"	"Inactifs"	12395
"85.89"	"Femmes"	"CITE5"	"Inactifs"	8705
"90.94"	"Femmes"	"CITE5"	"Inactifs"	2846
"95."	"Femmes"	"CITE5"	"Inactifs"	771
"0.5"	"Hommes"	"CITE5"	"Inactifs"	0
"10.14"	"Hommes"	"CITE5"	"Inactifs"	0
"15.19"	"Hommes"	"CITE5"	"Inactifs"	67
"20.24"	"Hommes"	"CITE5"	"Inactifs"	30956
"25.29"	"Hommes"	"CITE5"	"Inactifs"	17136
"30.34"	"Hommes"	"CITE5"	"Inactifs"	12487
"35.39"	"Hommes"	"CITE5"	"Inactifs"	10511
"40.44"	"Hommes"	"CITE5"	"Inactifs"	9172
"45.49"	"Hommes"	"CITE5"	"Inactifs"	8467
"50.54"	"Hommes"	"CITE5"	"Inactifs"	7785
"55.59"	"Hommes"	"CITE5"	"Inactifs"	10889
"5.9"	"Hommes"	"CITE5"	"Inactifs"	0
"60.64"	"Hommes"	"CITE5"	"Inactifs"	43135
"65.69"	"Hommes"	"CITE5"	"Inactifs"	43621
"70.74"	"Hommes"	"CITE5"	"Inactifs"	32948
"75.79"	"Hommes"	"CITE5"	"Inactifs"	21972
"80.84"	"Hommes"	"CITE5"	"Inactifs"	13327
"85.89"	"Hommes"	"CITE5"	"Inactifs"	7041
"90.94"	"Hommes"	"CITE5"	"Inactifs"	1752
"95."	"Hommes"	"CITE5"	"Inactifs"	329
"0.5"	"Femmes"	"CITE6"	"Inactifs"	0
"10.14"	"Femmes"	"CITE6"	"Inactifs"	0
"15.19"	"Femmes"	"CITE6"	"Inactifs"	0
"20.24"	"Femmes"	"CITE6"	"Inactifs"	1
"25.29"	"Femmes"	"CITE6"	"Inactifs"	187
"30.34"	"Femmes"	"CITE6"	"Inactifs"	460
"35.39"	"Femmes"	"CITE6"	"Inactifs"	423
"40.44"	"Femmes"	"CITE6"	"Inactifs"	437
"45.49"	"Femmes"	"CITE6"	"Inactifs"	331
"50.54"	"Femmes"	"CITE6"	"Inactifs"	262
"55.59"	"Femmes"	"CITE6"	"Inactifs"	232
"5.9"	"Femmes"	"CITE6"	"Inactifs"	0
"60.64"	"Femmes"	"CITE6"	"Inactifs"	478
"65.69"	"Femmes"	"CITE6"	"Inactifs"	484
"70.74"	"Femmes"	"CITE6"	"Inactifs"	427
"75.79"	"Femmes"	"CITE6"	"Inactifs"	300
"80.84"	"Femmes"	"CITE6"	"Inactifs"	280
"85.89"	"Femmes"	"CITE6"	"Inactifs"	110
"90.94"	"Femmes"	"CITE6"	"Inactifs"	42
"95."	"Femmes"	"CITE6"	"Inactifs"	15
"0.5"	"Hommes"	"CITE6"	"Inactifs"	0
"10.14"	"Hommes"	"CITE6"	"Inactifs"	0
"15.19"	"Hommes"	"CITE6"	"Inactifs"	0
"20.24"	"Hommes"	"CITE6"	"Inactifs"	4
"25.29"	"Hommes"	"CITE6"	"Inactifs"	206
"30.34"	"Hommes"	"CITE6"	"Inactifs"	505
"35.39"	"Hommes"	"CITE6"	"Inactifs"	532
"40.44"	"Hommes"	"CITE6"	"Inactifs"	608
"45.49"	"Hommes"	"CITE6"	"Inactifs"	547
"50.54"	"Hommes"	"CITE6"	"Inactifs"	494
"55.59"	"Hommes"	"CITE6"	"Inactifs"	406
"5.9"	"Hommes"	"CITE6"	"Inactifs"	0
"60.64"	"Hommes"	"CITE6"	"Inactifs"	1257
"65.69"	"Hommes"	"CITE6"	"Inactifs"	2277
"70.74"	"Hommes"	"CITE6"	"Inactifs"	2092
"75.79"	"Hommes"	"CITE6"	"Inactifs"	1798
"80.84"	"Hommes"	"CITE6"	"Inactifs"	1444
"85.89"	"Hommes"	"CITE6"	"Inactifs"	666
"90.94"	"Hommes"	"CITE6"	"Inactifs"	204
"95."	"Hommes"	"CITE6"	"Inactifs"	43
"0.5"	"Femmes"	"NonConcerne"	"Inactifs"	313257
"10.14"	"Femmes"	"NonConcerne"	"Inactifs"	299347
"15.19"	"Femmes"	"NonConcerne"	"Inactifs"	0
"20.24"	"Femmes"	"NonConcerne"	"Inactifs"	0
"25.29"	"Femmes"	"NonConcerne"	"Inactifs"	0
"30.34"	"Femmes"	"NonConcerne"	"Inactifs"	0
"35.39"	"Femmes"	"NonConcerne"	"Inactifs"	0
"40.44"	"Femmes"	"NonConcerne"	"Inactifs"	0
"45.49"	"Femmes"	"NonConcerne"	"Inactifs"	0
"50.54"	"Femmes"	"NonConcerne"	"Inactifs"	0
"55.59"	"Femmes"	"NonConcerne"	"Inactifs"	0
"5.9"	"Femmes"	"NonConcerne"	"Inactifs"	295058
"60.64"	"Femmes"	"NonConcerne"	"Inactifs"	0
"65.69"	"Femmes"	"NonConcerne"	"Inactifs"	0
"70.74"	"Femmes"	"NonConcerne"	"Inactifs"	0
"75.79"	"Femmes"	"NonConcerne"	"Inactifs"	0
"80.84"	"Femmes"	"NonConcerne"	"Inactifs"	0
"85.89"	"Femmes"	"NonConcerne"	"Inactifs"	0
"90.94"	"Femmes"	"NonConcerne"	"Inactifs"	0
"95."	"Femmes"	"NonConcerne"	"Inactifs"	0
"0.5"	"Hommes"	"NonConcerne"	"Inactifs"	328008
"10.14"	"Hommes"	"NonConcerne"	"Inactifs"	312163
"15.19"	"Hommes"	"NonConcerne"	"Inactifs"	0
"20.24"	"Hommes"	"NonConcerne"	"Inactifs"	0
"25.29"	"Hommes"	"NonConcerne"	"Inactifs"	0
"30.34"	"Hommes"	"NonConcerne"	"Inactifs"	0
"35.39"	"Hommes"	"NonConcerne"	"Inactifs"	0
"40.44"	"Hommes"	"NonConcerne"	"Inactifs"	0
"45.49"	"Hommes"	"NonConcerne"	"Inactifs"	0
"50.54"	"Hommes"	"NonConcerne"	"Inactifs"	0
"55.59"	"Hommes"	"NonConcerne"	"Inactifs"	0
"5.9"	"Hommes"	"NonConcerne"	"Inactifs"	308696
"60.64"	"Hommes"	"NonConcerne"	"Inactifs"	0
"65.69"	"Hommes"	"NonConcerne"	"Inactifs"	0
"70.74"	"Hommes"	"NonConcerne"	"Inactifs"	0
"75.79"	"Hommes"	"NonConcerne"	"Inactifs"	0
"80.84"	"Hommes"	"NonConcerne"	"Inactifs"	0
"85.89"	"Hommes"	"NonConcerne"	"Inactifs"	0
"90.94"	"Hommes"	"NonConcerne"	"Inactifs"	0
"95."	"Hommes"	"NonConcerne"	"Inactifs"	0
"0.5"	"Femmes"	"Aucun"	"Travailleurs"	0
"10.14"	"Femmes"	"Aucun"	"Travailleurs"	0
"15.19"	"Femmes"	"Aucun"	"Travailleurs"	0
"20.24"	"Femmes"	"Aucun"	"Travailleurs"	1
"25.29"	"Femmes"	"Aucun"	"Travailleurs"	204
"30.34"	"Femmes"	"Aucun"	"Travailleurs"	746
"35.39"	"Femmes"	"Aucun"	"Travailleurs"	1484
"40.44"	"Femmes"	"Aucun"	"Travailleurs"	2547
"45.49"	"Femmes"	"Aucun"	"Travailleurs"	3744
"50.54"	"Femmes"	"Aucun"	"Travailleurs"	4252
"55.59"	"Femmes"	"Aucun"	"Travailleurs"	3372
"5.9"	"Femmes"	"Aucun"	"Travailleurs"	0
"60.64"	"Femmes"	"Aucun"	"Travailleurs"	1705
"65.69"	"Femmes"	"Aucun"	"Travailleurs"	534
"70.74"	"Femmes"	"Aucun"	"Travailleurs"	312
"75.79"	"Femmes"	"Aucun"	"Travailleurs"	197
"80.84"	"Femmes"	"Aucun"	"Travailleurs"	94
"85.89"	"Femmes"	"Aucun"	"Travailleurs"	43
"90.94"	"Femmes"	"Aucun"	"Travailleurs"	5
"95."	"Femmes"	"Aucun"	"Travailleurs"	0
"0.5"	"Hommes"	"Aucun"	"Travailleurs"	0
"10.14"	"Hommes"	"Aucun"	"Travailleurs"	0
"15.19"	"Hommes"	"Aucun"	"Travailleurs"	0
"20.24"	"Hommes"	"Aucun"	"Travailleurs"	3
"25.29"	"Hommes"	"Aucun"	"Travailleurs"	481
"30.34"	"Hommes"	"Aucun"	"Travailleurs"	1638
"35.39"	"Hommes"	"Aucun"	"Travailleurs"	2766
"40.44"	"Hommes"	"Aucun"	"Travailleurs"	4330
"45.49"	"Hommes"	"Aucun"	"Travailleurs"	5939
"50.54"	"Hommes"	"Aucun"	"Travailleurs"	7087
"55.59"	"Hommes"	"Aucun"	"Travailleurs"	5719
"5.9"	"Hommes"	"Aucun"	"Travailleurs"	0
"60.64"	"Hommes"	"Aucun"	"Travailleurs"	2652
"65.69"	"Hommes"	"Aucun"	"Travailleurs"	797
"70.74"	"Hommes"	"Aucun"	"Travailleurs"	515
"75.79"	"Hommes"	"Aucun"	"Travailleurs"	382
"80.84"	"Hommes"	"Aucun"	"Travailleurs"	196
"85.89"	"Hommes"	"Aucun"	"Travailleurs"	73
"90.94"	"Hommes"	"Aucun"	"Travailleurs"	8
"95."	"Hommes"	"Aucun"	"Travailleurs"	2
"0.5"	"Femmes"	"CITE1"	"Travailleurs"	0
"10.14"	"Femmes"	"CITE1"	"Travailleurs"	0
"15.19"	"Femmes"	"CITE1"	"Travailleurs"	711
"20.24"	"Femmes"	"CITE1"	"Travailleurs"	3252
"25.29"	"Femmes"	"CITE1"	"Travailleurs"	3282
"30.34"	"Femmes"	"CITE1"	"Travailleurs"	3804
"35.39"	"Femmes"	"CITE1"	"Travailleurs"	5280
"40.44"	"Femmes"	"CITE1"	"Travailleurs"	7863
"45.49"	"Femmes"	"CITE1"	"Travailleurs"	13365
"50.54"	"Femmes"	"CITE1"	"Travailleurs"	16643
"55.59"	"Femmes"	"CITE1"	"Travailleurs"	13152
"5.9"	"Femmes"	"CITE1"	"Travailleurs"	0
"60.64"	"Femmes"	"CITE1"	"Travailleurs"	6043
"65.69"	"Femmes"	"CITE1"	"Travailleurs"	1583
"70.74"	"Femmes"	"CITE1"	"Travailleurs"	805
"75.79"	"Femmes"	"CITE1"	"Travailleurs"	484
"80.84"	"Femmes"	"CITE1"	"Travailleurs"	282
"85.89"	"Femmes"	"CITE1"	"Travailleurs"	96
"90.94"	"Femmes"	"CITE1"	"Travailleurs"	18
"95."	"Femmes"	"CITE1"	"Travailleurs"	0
"0.5"	"Hommes"	"CITE1"	"Travailleurs"	0
"10.14"	"Hommes"	"CITE1"	"Travailleurs"	0
"15.19"	"Hommes"	"CITE1"	"Travailleurs"	2188
"20.24"	"Hommes"	"CITE1"	"Travailleurs"	7422
"25.29"	"Hommes"	"CITE1"	"Travailleurs"	7638
"30.34"	"Hommes"	"CITE1"	"Travailleurs"	7986
"35.39"	"Hommes"	"CITE1"	"Travailleurs"	9477
"40.44"	"Hommes"	"CITE1"	"Travailleurs"	12105
"45.49"	"Hommes"	"CITE1"	"Travailleurs"	18801
"50.54"	"Hommes"	"CITE1"	"Travailleurs"	23770
"55.59"	"Hommes"	"CITE1"	"Travailleurs"	19671
"5.9"	"Hommes"	"CITE1"	"Travailleurs"	0
"60.64"	"Hommes"	"CITE1"	"Travailleurs"	9311
"65.69"	"Hommes"	"CITE1"	"Travailleurs"	2805
"70.74"	"Hommes"	"CITE1"	"Travailleurs"	1765
"75.79"	"Hommes"	"CITE1"	"Travailleurs"	993
"80.84"	"Hommes"	"CITE1"	"Travailleurs"	483
"85.89"	"Hommes"	"CITE1"	"Travailleurs"	178
"90.94"	"Hommes"	"CITE1"	"Travailleurs"	20
"95."	"Hommes"	"CITE1"	"Travailleurs"	4
"0.5"	"Femmes"	"CITE2"	"Travailleurs"	0
"10.14"	"Femmes"	"CITE2"	"Travailleurs"	0
"15.19"	"Femmes"	"CITE2"	"Travailleurs"	10427
"20.24"	"Femmes"	"CITE2"	"Travailleurs"	15060
"25.29"	"Femmes"	"CITE2"	"Travailleurs"	17658
"30.34"	"Femmes"	"CITE2"	"Travailleurs"	14664
"35.39"	"Femmes"	"CITE2"	"Travailleurs"	21596
"40.44"	"Femmes"	"CITE2"	"Travailleurs"	35806
"45.49"	"Femmes"	"CITE2"	"Travailleurs"	53509
"50.54"	"Femmes"	"CITE2"	"Travailleurs"	55108
"55.59"	"Femmes"	"CITE2"	"Travailleurs"	41681
"5.9"	"Femmes"	"CITE2"	"Travailleurs"	0
"60.64"	"Femmes"	"CITE2"	"Travailleurs"	14183
"65.69"	"Femmes"	"CITE2"	"Travailleurs"	2637
"70.74"	"Femmes"	"CITE2"	"Travailleurs"	1080
"75.79"	"Femmes"	"CITE2"	"Travailleurs"	558
"80.84"	"Femmes"	"CITE2"	"Travailleurs"	265
"85.89"	"Femmes"	"CITE2"	"Travailleurs"	110
"90.94"	"Femmes"	"CITE2"	"Travailleurs"	8
"95."	"Femmes"	"CITE2"	"Travailleurs"	2
"0.5"	"Hommes"	"CITE2"	"Travailleurs"	0
"10.14"	"Hommes"	"CITE2"	"Travailleurs"	0
"15.19"	"Hommes"	"CITE2"	"Travailleurs"	16819
"20.24"	"Hommes"	"CITE2"	"Travailleurs"	29812
"25.29"	"Hommes"	"CITE2"	"Travailleurs"	41272
"30.34"	"Hommes"	"CITE2"	"Travailleurs"	34705
"35.39"	"Hommes"	"CITE2"	"Travailleurs"	41410
"40.44"	"Hommes"	"CITE2"	"Travailleurs"	60097
"45.49"	"Hommes"	"CITE2"	"Travailleurs"	84817
"50.54"	"Hommes"	"CITE2"	"Travailleurs"	85558
"55.59"	"Hommes"	"CITE2"	"Travailleurs"	60798
"5.9"	"Hommes"	"CITE2"	"Travailleurs"	0
"60.64"	"Hommes"	"CITE2"	"Travailleurs"	20041
"65.69"	"Hommes"	"CITE2"	"Travailleurs"	4437
"70.74"	"Hommes"	"CITE2"	"Travailleurs"	2084
"75.79"	"Hommes"	"CITE2"	"Travailleurs"	967
"80.84"	"Hommes"	"CITE2"	"Travailleurs"	425
"85.89"	"Hommes"	"CITE2"	"Travailleurs"	160
"90.94"	"Hommes"	"CITE2"	"Travailleurs"	23
"95."	"Hommes"	"CITE2"	"Travailleurs"	2
"0.5"	"Femmes"	"CITE3"	"Travailleurs"	0
"10.14"	"Femmes"	"CITE3"	"Travailleurs"	0
"15.19"	"Femmes"	"CITE3"	"Travailleurs"	6806
"20.24"	"Femmes"	"CITE3"	"Travailleurs"	47227
"25.29"	"Femmes"	"CITE3"	"Travailleurs"	60841
"30.34"	"Femmes"	"CITE3"	"Travailleurs"	77769
"35.39"	"Femmes"	"CITE3"	"Travailleurs"	87399
"40.44"	"Femmes"	"CITE3"	"Travailleurs"	103314
"45.49"	"Femmes"	"CITE3"	"Travailleurs"	102324
"50.54"	"Femmes"	"CITE3"	"Travailleurs"	82288
"55.59"	"Femmes"	"CITE3"	"Travailleurs"	51892
"5.9"	"Femmes"	"CITE3"	"Travailleurs"	0
"60.64"	"Femmes"	"CITE3"	"Travailleurs"	13615
"65.69"	"Femmes"	"CITE3"	"Travailleurs"	1963
"70.74"	"Femmes"	"CITE3"	"Travailleurs"	740
"75.79"	"Femmes"	"CITE3"	"Travailleurs"	355
"80.84"	"Femmes"	"CITE3"	"Travailleurs"	153
"85.89"	"Femmes"	"CITE3"	"Travailleurs"	71
"90.94"	"Femmes"	"CITE3"	"Travailleurs"	12
"95."	"Femmes"	"CITE3"	"Travailleurs"	0
"0.5"	"Hommes"	"CITE3"	"Travailleurs"	0
"10.14"	"Hommes"	"CITE3"	"Travailleurs"	0
"15.19"	"Hommes"	"CITE3"	"Travailleurs"	7576
"20.24"	"Hommes"	"CITE3"	"Travailleurs"	67632
"25.29"	"Hommes"	"CITE3"	"Travailleurs"	91351
"30.34"	"Hommes"	"CITE3"	"Travailleurs"	117240
"35.39"	"Hommes"	"CITE3"	"Travailleurs"	121292
"40.44"	"Hommes"	"CITE3"	"Travailleurs"	131148
"45.49"	"Hommes"	"CITE3"	"Travailleurs"	121926
"50.54"	"Hommes"	"CITE3"	"Travailleurs"	100271
"55.59"	"Hommes"	"CITE3"	"Travailleurs"	69044
"5.9"	"Hommes"	"CITE3"	"Travailleurs"	0
"60.64"	"Hommes"	"CITE3"	"Travailleurs"	22463
"65.69"	"Hommes"	"CITE3"	"Travailleurs"	4007
"70.74"	"Hommes"	"CITE3"	"Travailleurs"	1665
"75.79"	"Hommes"	"CITE3"	"Travailleurs"	797
"80.84"	"Hommes"	"CITE3"	"Travailleurs"	350
"85.89"	"Hommes"	"CITE3"	"Travailleurs"	146
"90.94"	"Hommes"	"CITE3"	"Travailleurs"	28
"95."	"Hommes"	"CITE3"	"Travailleurs"	0
"0.5"	"Femmes"	"CITE4"	"Travailleurs"	0
"10.14"	"Femmes"	"CITE4"	"Travailleurs"	0
"15.19"	"Femmes"	"CITE4"	"Travailleurs"	1523
"20.24"	"Femmes"	"CITE4"	"Travailleurs"	24514
"25.29"	"Femmes"	"CITE4"	"Travailleurs"	25680
"30.34"	"Femmes"	"CITE4"	"Travailleurs"	16575
"35.39"	"Femmes"	"CITE4"	"Travailleurs"	14103
"40.44"	"Femmes"	"CITE4"	"Travailleurs"	9614
"45.49"	"Femmes"	"CITE4"	"Travailleurs"	5431
"50.54"	"Femmes"	"CITE4"	"Travailleurs"	3764
"55.59"	"Femmes"	"CITE4"	"Travailleurs"	2583
"5.9"	"Femmes"	"CITE4"	"Travailleurs"	0
"60.64"	"Femmes"	"CITE4"	"Travailleurs"	966
"65.69"	"Femmes"	"CITE4"	"Travailleurs"	256
"70.74"	"Femmes"	"CITE4"	"Travailleurs"	78
"75.79"	"Femmes"	"CITE4"	"Travailleurs"	48
"80.84"	"Femmes"	"CITE4"	"Travailleurs"	10
"85.89"	"Femmes"	"CITE4"	"Travailleurs"	2
"90.94"	"Femmes"	"CITE4"	"Travailleurs"	0
"95."	"Femmes"	"CITE4"	"Travailleurs"	0
"0.5"	"Hommes"	"CITE4"	"Travailleurs"	0
"10.14"	"Hommes"	"CITE4"	"Travailleurs"	0
"15.19"	"Hommes"	"CITE4"	"Travailleurs"	1774
"20.24"	"Hommes"	"CITE4"	"Travailleurs"	25609
"25.29"	"Hommes"	"CITE4"	"Travailleurs"	24786
"30.34"	"Hommes"	"CITE4"	"Travailleurs"	14090
"35.39"	"Hommes"	"CITE4"	"Travailleurs"	13396
"40.44"	"Hommes"	"CITE4"	"Travailleurs"	9803
"45.49"	"Hommes"	"CITE4"	"Travailleurs"	6058
"50.54"	"Hommes"	"CITE4"	"Travailleurs"	4302
"55.59"	"Hommes"	"CITE4"	"Travailleurs"	2846
"5.9"	"Hommes"	"CITE4"	"Travailleurs"	0
"60.64"	"Hommes"	"CITE4"	"Travailleurs"	1257
"65.69"	"Hommes"	"CITE4"	"Travailleurs"	350
"70.74"	"Hommes"	"CITE4"	"Travailleurs"	165
"75.79"	"Hommes"	"CITE4"	"Travailleurs"	116
"80.84"	"Hommes"	"CITE4"	"Travailleurs"	44
"85.89"	"Hommes"	"CITE4"	"Travailleurs"	20
"90.94"	"Hommes"	"CITE4"	"Travailleurs"	0
"95."	"Hommes"	"CITE4"	"Travailleurs"	0
"0.5"	"Femmes"	"CITE5"	"Travailleurs"	0
"10.14"	"Femmes"	"CITE5"	"Travailleurs"	0
"15.19"	"Femmes"	"CITE5"	"Travailleurs"	21
"20.24"	"Femmes"	"CITE5"	"Travailleurs"	50983
"25.29"	"Femmes"	"CITE5"	"Travailleurs"	136175
"30.34"	"Femmes"	"CITE5"	"Travailleurs"	144676
"35.39"	"Femmes"	"CITE5"	"Travailleurs"	138217
"40.44"	"Femmes"	"CITE5"	"Travailleurs"	127506
"45.49"	"Femmes"	"CITE5"	"Travailleurs"	115678
"50.54"	"Femmes"	"CITE5"	"Travailleurs"	88848
"55.59"	"Femmes"	"CITE5"	"Travailleurs"	61671
"5.9"	"Femmes"	"CITE5"	"Travailleurs"	0
"60.64"	"Femmes"	"CITE5"	"Travailleurs"	15450
"65.69"	"Femmes"	"CITE5"	"Travailleurs"	1964
"70.74"	"Femmes"	"CITE5"	"Travailleurs"	661
"75.79"	"Femmes"	"CITE5"	"Travailleurs"	290
"80.84"	"Femmes"	"CITE5"	"Travailleurs"	130
"85.89"	"Femmes"	"CITE5"	"Travailleurs"	39
"90.94"	"Femmes"	"CITE5"	"Travailleurs"	9
"95."	"Femmes"	"CITE5"	"Travailleurs"	2
"0.5"	"Hommes"	"CITE5"	"Travailleurs"	0
"10.14"	"Hommes"	"CITE5"	"Travailleurs"	0
"15.19"	"Hommes"	"CITE5"	"Travailleurs"	44
"20.24"	"Hommes"	"CITE5"	"Travailleurs"	27741
"25.29"	"Hommes"	"CITE5"	"Travailleurs"	92493
"30.34"	"Hommes"	"CITE5"	"Travailleurs"	107351
"35.39"	"Hommes"	"CITE5"	"Travailleurs"	112365
"40.44"	"Hommes"	"CITE5"	"Travailleurs"	111188
"45.49"	"Hommes"	"CITE5"	"Travailleurs"	106741
"50.54"	"Hommes"	"CITE5"	"Travailleurs"	91199
"55.59"	"Hommes"	"CITE5"	"Travailleurs"	72611
"5.9"	"Hommes"	"CITE5"	"Travailleurs"	0
"60.64"	"Hommes"	"CITE5"	"Travailleurs"	31682
"65.69"	"Hommes"	"CITE5"	"Travailleurs"	6348
"70.74"	"Hommes"	"CITE5"	"Travailleurs"	2644
"75.79"	"Hommes"	"CITE5"	"Travailleurs"	1115
"80.84"	"Hommes"	"CITE5"	"Travailleurs"	465
"85.89"	"Hommes"	"CITE5"	"Travailleurs"	164
"90.94"	"Hommes"	"CITE5"	"Travailleurs"	19
"95."	"Hommes"	"CITE5"	"Travailleurs"	0
"0.5"	"Femmes"	"CITE6"	"Travailleurs"	0
"10.14"	"Femmes"	"CITE6"	"Travailleurs"	0
"15.19"	"Femmes"	"CITE6"	"Travailleurs"	0
"20.24"	"Femmes"	"CITE6"	"Travailleurs"	2
"25.29"	"Femmes"	"CITE6"	"Travailleurs"	843
"30.34"	"Femmes"	"CITE6"	"Travailleurs"	2428
"35.39"	"Femmes"	"CITE6"	"Travailleurs"	2311
"40.44"	"Femmes"	"CITE6"	"Travailleurs"	1982
"45.49"	"Femmes"	"CITE6"	"Travailleurs"	1597
"50.54"	"Femmes"	"CITE6"	"Travailleurs"	1122
"55.59"	"Femmes"	"CITE6"	"Travailleurs"	736
"5.9"	"Femmes"	"CITE6"	"Travailleurs"	0
"60.64"	"Femmes"	"CITE6"	"Travailleurs"	529
"65.69"	"Femmes"	"CITE6"	"Travailleurs"	117
"70.74"	"Femmes"	"CITE6"	"Travailleurs"	48
